Coal Mine Owner,Coal Mine Owner ABBRV,Coal/Lignite,Country,District Name,Govt Owned/Private,Latitude,Longitude,Mine Name,Mine Type,SL No.,State,Production
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.5,79.3417,PADMAPUR DEEP,OC,196,Maharashtra,1.08
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.0708,79.2507,BHATADI EXPANSION,OC,197,Maharashtra,1.47
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.9278,79.3119,HINDUSTAN LALPETH,OC,198,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.8417,79.3472,BALLARPUR UG,UG,199,Maharashtra,0.1
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.81455976,79.31699585,SASTI  UG,UG,200,Maharashtra,0.11
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.8336,79.3452,BALLARPUR OC,OC,201,Maharashtra,0.62
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.8125,79.3167,SASTI OC,OC,202,Maharashtra,1.69
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.7874,79.2972,GOURI EXPANSION,OC,203,Maharashtra,0.63
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.7741,79.2902,GOURI DEEP,OC,204,Maharashtra,0.6
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.78217481,79.35826405,PAONI,OC,205,Maharashtra,0.86
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.79217481,79.36826405,PAONI-Il,OC,206,Maharashtra,2.11
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.1157,79.0347,NEW MAJRI - II (A) EXPN,OC,207,Maharashtra,2.5
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.0469,79.0817,TELWASA,OC,208,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.2489,78.9458,"AMALG, YEKONA I& II",OC,209,Maharashtra,0.35
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.129,79.0185,NEW MAJRI UG TO OC,OC,210,Maharashtra,1.2
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.06007034,79.08010711,DHURWASA,OC,211,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.0871,79.0614,NAVIN KUNADA (A),OC,212,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.0669,79.054,JUNA KUNADA,OC,213,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,19.8147,79.245,PENGANGA,OC,214,Maharashtra,6.3
Western Coalfields Limited,WCL,Coal,India,Chandrapur,Government,20.554,79.2928,MURPAR,UG,215,Maharashtra,0.05
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,19.9957,79.0825,NILJAI DEEP,OC,216,Maharashtra,3.92
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,19.9597,79.0917,BELLORA-NAIGAON DEEP,OC,217,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,19.8822,79.1081,"MUNGOLI NIRGUDA EXTN, DEEP",OC,218,Maharashtra,4.12
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,19.1001,79.8568,KOLGAON,OC,219,Maharashtra,4.00E-05
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,20.11356,78.896,RAJUR/BHANDEWADA INC,UG,220,Maharashtra,0.07
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,20.0292,79.0546,UKNI DEEP,OC,221,Maharashtra,1.38
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,20.0833,79.0333,KOLARPIMPRI,OC,222,Maharashtra,0.78
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,19.9647,78.8326,GHONSA,OC,223,Maharashtra,0.6
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,20.0438,79.0679,JUNAD,OC,224,Maharashtra,0.47
Western Coalfields Limited,WCL,Coal,India,Yavatmal,Government,20.0458,79.0417,PIMPALGAON,OC,225,Maharashtra,0
Topworth Urja & Metals,TUML,Coal,India,Yavatmal,Private,19.8532,78.7861,Marki Mangli I (CAPTIVE),OC,226,Maharashtra,0.3
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.2990357,79.12341847,SILEWARA Colliery,OC,227,Maharashtra,0.12
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3238,79.041,PATANSAONGI,OC,228,Maharashtra,0.07
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3663,78.9275,SAONER-I,UG,229,Maharashtra,0.25
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3667,78.9087,SAONER.II,UG,230,Maharashtra,0.23
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3676,78.9086,SAONER-III,UG,231,Maharashtra,0.13
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3694,78.9272,WAGHODA,UG,232,Maharashtra,0
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.225,79.225,KAMPTEE DEEP,OC,233,Maharashtra,0.8
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.26629731,79.19242476,"AMALGAMATED GONOEGAON
GHATROHANA",OC,234,Maharashtra,3.5
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.2535,79.2192,INDER UG to OC,OC,235,Maharashtra,0.9
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.2685,79.1574,BHANEGAON,OC,236,Maharashtra,0.75
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.2657,79.1622,SINGHORI,OC,237,Maharashtra,1.12
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,21.3399,78.9538,ADASA UG TO OC,OC,238,Maharashtra,0.004
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,20.8658,79.2839,"UMRER EXPN. (AMB RIVER
DIVERSION PHASE - IV)",OC,239,Maharashtra,4.85
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,20.8565,79.2544,MAKARDHOKRA.I,OC,240,Maharashtra,2
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,20.8764,79.2235,MAKARDHOKRA-III / DINESH,OC,241,Maharashtra,4.14
Western Coalfields Limited,WCL,Coal,India,Nagpur,Government,20.6726,79.2972,GOKUL,OC,242,Maharashtra,1.87
Sunflag Iron & Steel Company Limited,SISCL,Coal,India,Nagpur,Private,20.8336,79.337,Belgaon (CAPTIVE),OC,243,Maharashtra,0.27
Jaiprakash Power Ventures Limited,JPVL,Coal,India,Singrauli,Government,24.1346,82.4264,AMELIA NORTH MINE,OC,244,Madhya Pradesh,2.8
Northern Coalfields Limited,NCL,Coal,India,Singrauli,Government,24.1917,82.72083,JHINGURDA,OC,245,Madhya Pradesh,2.63
Northern Coalfields Limited,NCL,Coal,India,Singrauli,Government,24.151,82.6579,JAYANT,OC,246,Madhya Pradesh,19.53
Northern Coalfields Limited,NCL,Coal,India,Singrauli,Government,24.1417,82.5917,AMLOHRI,OC,247,Madhya Pradesh,13.47
Northern Coalfields Limited,NCL,Coal,India,Singrauli,Government,24.1539,82.6322,NIGAHI,OC,248,Madhya Pradesh,19.59
Northern Coalfields Limited,NCL,Coal,India,Singrauli,Government,24.1756,82.565,BLOCK - B,OC,249,Madhya Pradesh,5.47
Sasan Power,Sasan Power (Reliance Power Limited),Coal,India,Singrauli,Private,24.1358,82.5915,Mohar & Moher-Amlori Extension Coal Mine,OC,250,Madhya Pradesh,18.699
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.15,78.1,CHHATARPUR-I,UG,251,Madhya Pradesh,0.37
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.1417,78.1,CHHATARPUR.II,UG,252,Madhya Pradesh,0.08
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.15,78.125,SHOBHAPUR,UG,253,Madhya Pradesh,0.17
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.1167,78.15,SARNI,UG,254,Madhya Pradesh,0.13
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.1458,78.1667,TAWA.I,UG,255,Madhya Pradesh,0.43
Western Coalfields Limited,WCL,Coal,India,Betul,Government,22.1542,78.1917,TAWA-II,UG,256,Madhya Pradesh,0.32
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2451,78.9817,NEHERIYA,UG,257,Madhya Pradesh,0.33
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2389,78.9311,MATHANI,UG,258,Madhya Pradesh,0.12
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2911,78.9667,JAMUNIA,UG,259,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.199,78.8626,VISHNUPURI-II,UG,260,Madhya Pradesh,0.1
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.1806,78.7698,MAHADEVPURI,UG,261,Madhya Pradesh,0.1
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2153,78.8501,NEW SETHIA,OC,262,Madhya Pradesh,0.4
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2083,78.8333,CHHINDA,OC,263,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.1958,78.6875,BARKUI,OC,264,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2786,78.9578,URDHAN,OC,265,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2036,78.8901,SHIVPURI,OC,266,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.1857,78.3235,TANDSI,UG,267,Madhya Pradesh,0.18
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.2131,78.4357,NANDAN.II,UG,268,Madhya Pradesh,0
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,21.9857854,79.31127565,"GHORAWARI MINE NO.II
(BHARAT)",OC,269,Madhya Pradesh,0.44
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,21.8957854,79.28112757,"GHORAWARI
NO.1(.THARNA UG &
GHORWARI 16/17 OC)",Mixed,270,Madhya Pradesh,0.2
Western Coalfields Limited,WCL,Coal,India,Chhindwara,Government,22.1793327,78.67759236,"MOHAN
(MOHAN/MAURT UG &
MOHAN OC)",Mixed,271,Madhya Pradesh,0.44
Birla Corp,"RCCPL Ltd, a subsidiary of Birla Corp",Coal,India,Chhindwara,Private,22.1607,78.6994,SIAL GHOGRI MINE  (CAPTIVE),OC,272,Madhya Pradesh,0.103
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.3342,82.52,CHURCHA RO,UG,273,Chhattisgarh,1.59
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.3596,82.6808,KATKONA 1&2,UG,274,Chhattisgarh,0.25
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.3567,82.725,KATKONA 3&4,UG,275,Chhattisgarh,0
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.174,82.335,BARTUNGA HILL,UG,276,Chhattisgarh,0.16
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.1783,82.3682,KURASIA,UG,277,Chhattisgarh,0.33
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.1944,82.3489,NCPH R6 NEW,UG,278,Chhattisgarh,0.35
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.1972,82.1472,WEST JKD,UG,279,Chhattisgarh,0.17
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.2232,82.1501,HALDIBARI,UG,280,Chhattisgarh,0.66
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.1795,82.3384,CHIRIMIRI  OC,OC,281,Chhattisgarh,1.07
South Eastern Coalfields Limited,SECL,Coal,India,Korea,Government,23.3501,82.7288,PANDAVPARA,UG,282,Chhattisgarh,0.35
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.3547,82.7301,JHILIMILI,UG,283,Chhattisgarh,0.34
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.2074,83.0056,KUMDA 7&8,UG,284,Chhattisgarh,0.08
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.6169,83.6191,BALRAMPUR,UG,285,Chhattisgarh,0.11
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.1385,82.8786,KETKI,UG,286,Chhattisgarh,0
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.1063,82.9368,REHAR,UG,287,Chhattisgarh,0.13
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.1097,82.9051,GAYATRI,UG,288,Chhattisgarh,0.25
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.1847941,82.97906321,BISRAMPUR,OC,289,Chhattisgarh,0
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.1367,82.83,AMGAON,OC,290,Chhattisgarh,0
South Eastern Coalfields Limited,SECL,Coal,India,Surguja,Government,23.0617,83.0433,AMERA,OC,291,Chhattisgarh,0
Rajasthan Rajya Vidyut Utpadan Nigam Ltd,RRVUNL,Coal,India,Surguja,State Government,22.8238,82.8124,Parsa East and Kanta Basan (CAPTIVE),OC,292,Chhattisgarh,15
South Eastern Coalfields Limited,SECL,Coal,India,Balrampur,Government,23.3654,83.2264,MAHAN-II,OC,293,Chhattisgarh,2
South Eastern Coalfields Limited,SECL,Coal,India,Balrampur,Government,23.3704,83.215,JAGANNATHPUR,OC,294,Chhattisgarh,0.09
South Eastern Coalfields Limited,SECL,Coal,India,Surajpur,Government,23.3667,83,BHATGAON,UG,295,Chhattisgarh,0.42
South Eastern Coalfields Limited,SECL,Coal,India,Surajpur,Government,23.3815,83.0235,MAHAMAYA,UG,296,Chhattisgarh,0.04
South Eastern Coalfields Limited,SECL,Coal,India,Surajpur,Government,23.3498,83.0743,SHIWANI,UG,297,Chhattisgarh,0.31
South Eastern Coalfields Limited,SECL,Coal,India,Surajpur,Government,23.2907,83.0856,NAWAPARA,UG,298,Chhattisgarh,0.15
South Eastern Coalfields Limited,SECL,Coal,India,Surajpur,Government,23.3861,83.0183,MAHAN,OC,299,Chhattisgarh,0.17
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.8542,82.3211,VIJAY WEST,UG,300,Chhattisgarh,0.5
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.8647,82.2989,RANI ATARI,UG,301,Chhattisgarh,0.05
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3708,82.8681,RAJGAMAR 4&5,UG,302,Chhattisgarh,0.13
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.365,82.6306,SURAKACHHAR MAIN,UG,303,Chhattisgarh,0.19
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.368,82.6315,SURAKACHHAR 3&4,UG,304,Chhattisgarh,0.1
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3672,82.6425,BALGI,UG,305,Chhattisgarh,0.12
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.4616,82.5634,DHELWADIH,UG,306,Chhattisgarh,0.2
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.4406,82.5679,SINGHALI,UG,307,Chhattisgarh,0.38
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3863,82.535,BAGDEVA,UG,308,Chhattisgarh,0.39
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3208,82.725,MANIKPUR,OC,309,Chhattisgarh,4.9
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.37316576,82.32282999,SARAIPALLI,OC,310,Chhattisgarh,0
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3067,82.6732,KUSMUNDA,OC,311,Chhattisgarh,42.33
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3308,82.5958,GEVRA OC,OC,312,Chhattisgarh,45
South Eastern Coalfields Limited,SECL,Coal,India,Korba,Government,22.3225,82.5363,DIPKA,OC,313,Chhattisgarh,25.18
Vedanta Group,BALCO (Vedanta Group),Coal,India,Korba,Private,22.8556,82.5372,Chotia opencast coal mine (CAPTIVE),OC,314,Chhattisgarh,1
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,22.0926,83.1278,CHHAL,OC,315,Chhattisgarh,1.47
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,22.2678,83.3457,BAROUD,OC,316,Chhattisgarh,2.7
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,22.2843,83.3025,JAMPALI,OC,317,Chhattisgarh,2.24
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,20.1528,83.2133,BIJARI,OC,318,Chhattisgarh,1.65
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,22.1125,83.5469,GARE PALMA IV/1 (CAPTIVE),OC,319,Chhattisgarh,0.76
South Eastern Coalfields Limited,SECL,Coal,India,Raigarh,Government,22.1199,83.5362,GARE PALMA IV/2&3 (CAPTIVE),OC,320,Chhattisgarh,2.66
Hindalco Industries Limited,HIL,Coal,India,Raigarh,Private,22.15,83.5415,GARE PALMA V/4 (CAPTIVE),OC,321,Chhattisgarh,0.548
Hindalco Industries Limited,HIL,Coal,India,Raigarh,Private,22.1621,83.5321,GARE PALMA IV/5 (CAPTIVE),OC,322,Chhattisgarh,0.126
AMBUJA,AMBUJA,Coal,India,Raigarh,Private,22.1708,83.4944,Gare Palma IV/8 (CAPTIVE),OC,323,Chhattisgarh,0.407
NTPC Limited,NTPC,Coal,India,Raigarh,Private,22.1765,83.3551,Talaipalli coal mine,OC,324,Chhattisgarh,0.19
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1897,82.132,RAJNAGAR R.O.,UG,325,Madhya Pradesh,0.27
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1523,82.1511,JHIRIA,UG,326,Madhya Pradesh,0.22
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.2588,82.1216,BIJURI,UG,327,Madhya Pradesh,0.22
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.3,82.1,BEHERABAND,UG,328,Madhya Pradesh,0.56
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.2398,82.1132,KURJA/ SHEETALDHARA,UG,329,Madhya Pradesh,0.33
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1774699,82.19694531,KAPILDHARA,UG,330,Madhya Pradesh,0.39
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.2117,82.1269,RAJNAGAR,OC,331,Madhya Pradesh,0
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1681,81.9424,JAMUNA 1 & 2,UG,332,Madhya Pradesh,0.15
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1631,81.9324,JAMUNA 9 &10,UG,333,Madhya Pradesh,0.19
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1863,81.9797,MEERA,UG,334,Madhya Pradesh,0.14
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1368,82.0657,BARTARAI / AMADAND,UG,335,Madhya Pradesh,0.28
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1889,81.9324,BHADRA 7 / 8,UG,336,Madhya Pradesh,0.08
South Eastern Coalfields Limited,SECL,Coal,India,Anuppur,Government,23.1436,82.0579,AMADAND,OC,337,Madhya Pradesh,1.64
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.1541,81.5843,DHANPURI,OC,338,Madhya Pradesh,1.15
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.1531,81.491,RAJENDRA,UG,339,Madhya Pradesh,0.24
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.1542,81.5361,BANGWAR,UG,340,Madhya Pradesh,0.65
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.145,81.4633,DAMINI,UG,341,Madhya Pradesh,0.22
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.1543,81.4589,KHAIRAHA,UG,342,Madhya Pradesh,0.82
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.2084,81.5896,SHARDA HIGHWALL,UG,343,Madhya Pradesh,0.84
South Eastern Coalfields Limited,SECL,Coal,India,Shahdol,Government,23.1502,81.5514,AMLAI,OC,344,Madhya Pradesh,1.31
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.5863,80.7501,PALI   UG,UG,345,Madhya Pradesh,0.13
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.3588,80.989,NOWROZABAD(W),UG,346,Madhya Pradesh,0.06
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.339,80.936,PINOURA,UG,347,Madhya Pradesh,0.16
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.525,80.8333,UMARIA,UG,348,Madhya Pradesh,0.15
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.5238,80.8622,PIPARIA,UG,349,Madhya Pradesh,0.07
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.3356,80.9058,VINDHYA,UG,350,Madhya Pradesh,0.16
South Eastern Coalfields Limited,SECL,Coal,India,Umaria,Government,23.3419,80.8626,KANCHAN OC,OC,351,Madhya Pradesh,0.14
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.91234,85.114509,TALCHER,UG,352,Orissa,0
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.92738,85.124509,NANDIRA,UG,353,Orissa,0.085
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9513,85.2069,DEULBERA,UG,354,Orissa,0
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.94553,85.19856,HANDIDHUA,UG,355,Orissa,0
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9604,85.1264,BHARATPUR,OC,356,Orissa,4.781
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,21.0758,84.8769,CHHENDIPARA,OC,357,Orissa,0
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9531,85.0315,HINGULA,OC,358,Orissa,6.582
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9514,85.0627,BALRAM,OC,359,Orissa,5.234
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9578,85.1424,JAGANNATH,OC,360,Orissa,3.453
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.9725,85.1732,BHUBANESWARI,OC,361,Orissa,28
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.94429,85.16593,ANANTA,OC,362,Orissa,10.932
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,20.96289,85.21331,LINGRAJ,OC,363,Orissa,14.007
Mahanadi Coalfields Limited,MCL,Coal,India,Angul,Government,21.0791,85.042,KANIHA,OC,364,Orissa,7.533
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.3214,83.9007,LAJKURA,OC,365,Orissa,2.84
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.3014,83.9032,SAMALESWARI,OC,366,Orissa,4.611
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.75,83.8417,BELPAHAR,OC,367,Orissa,7.51
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.7451,83.8401,LAKHANPUR,OC,368,Orissa,21
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.7786,83.8568,LILARI,OC,369,Orissa,0
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.8331,83.9183,MINE NO. 1&2,UG,370,Orissa,0.314
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.8432,83.9088,MINE NO.3,UG,371,Orissa,0.041
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.7819,83.9151,HIRAKHAND BUNDIA INCLINE,UG,372,Orissa,0.395
Mahanadi Coalfields Limited,MCL,Coal,India,Jharsuguda,Government,21.8408,83.9154,MINE NO.4,UG,373,Orissa,0
NTPC Limited,NTPC,Coal,India,Jharsuguda/ Sundergarh,Government,21.4347,83.7985,Dulanga coal mine (CAPTIVE),OC,374,Orissa,1.54
Mahanadi Coalfields Limited,MCL,Coal,India,Sundergarh,Government,22.034,83.7421,KULDA,OC,375,Orissa,13.627
Mahanadi Coalfields Limited,MCL,Coal,India,Sundergarh,Government,22.0108,83.7576,GARJANBAHAL,OC,376,Orissa,7.592
Mahanadi Coalfields Limited,MCL,Coal,India,Sundergarh,Government,22.0699,83.6892,BASUNDHARA (W),OC,377,Orissa,1.82
NLC India Limited,NLC Ltd,Coal,India,Sambalpur,Government,21.7344,83.9917,Talabira II,OC,378,Orissa,1.00E-05
NLC India Limited,NLC Ltd,Coal,India,Sambalpur,Government,21.7372,83.9921,Talabira III,OC,379,Orissa,1.00E-05
GMR Group,GMR Group,Coal,India,Sambalpur,Private,21.7299,83.9958,Talabira I (CAPTIVE),OC,380,Orissa,0.27
North Eastern Coalfields,NEC,Coal,India,Tinsukia,Government,27.3039,95.8556,Tipong,UG,381,Assam,0
North Eastern Coalfields,NEC,Coal,India,Tinsukia,Government,27.2924,95.7904,Tirap,OC,382,Assam,0.45
North Eastern Coalfields,NEC,Coal,India,Tinsukia,Government,27.2836,95.7334,Tikak,OC,383,Assam,0.07
NLC India Limited,NLC Ltd,Lignite,India,Cuddalore,Government,11.5709,79.50805,Mine I & Expansion,OC,384,Tamil Nadu,7.98
NLC India Limited,NLC Ltd,Lignite,India,Cuddalore,Government,11.57352,79.51781,Mine I A,OC,385,Tamil Nadu,2.97
NLC India Limited,NLC Ltd,Lignite,India,Cuddalore,Government,11.520268,79.475537,Mine II & Expansion,OC,386,Tamil Nadu,12.51
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Surat,State Government,21.3403,73.0847,Tadkeshwar Lignite Mine (CAPTIVE),OC,387,Gujarat,1.27
Gujarat Industries Power Company Limited,GIPCL,Lignite,India,Surat,State Government,21.3825,73.0906,Vastan Lignite (CAPTIVE),OC,388,Gujarat,0.28
Gujarat Industries Power Company Limited,GIPCL,Lignite,India,Surat,State Government,21.4167,73.1,Mangrol-Valia Lignite Mine (CAPTIVE),OC,389,Gujarat,3.06
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Bharuch,State Government,21.7033,73.2172,Rajpardi Lignite Mine (Amod G - 19 Extension Lignite Mine) (CAPTIVE),OC,390,Gujarat,0.92
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Kutch,State Government,23.6961,68.786,Panandhro Lignite Mine (CAPTIVE),OC,391,Gujarat,0.71
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Kutch,State Government,23.29,68.59,Mata No Madh Lignite Mine (CAPTIVE),OC,392,Gujarat,2.85
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Kutch,State Government,23.42,68.53,Umarsar Lignite Mine (CAPTIVE),OC,393,Gujarat,1.36
Gujarat Mineral Development Corporation,GMDCL,Lignite,India,Bhavnagar,State Government,21.2643,72.163,Bhavnagar Lignite Mine (Surkha (North) Lignite Mine) (CAPTIVE),OC,394,Gujarat,0.55
